"the brady bunch movie is less a motion picture than a minor pop event . forget your reruns and forget your nick at nite ; this dead-on recreation of the fabled seventies sitcom is both so exhilarating and * so disturbing that you half-expect to see the ghost of rod serling appear in the narrative . did we really act this way twenty years ago ? of course not . the genius of the brady bunch movie is how it heightens the surreality of the family unit from hell by fast-forwarding them into the future . it's 1995 and greg still calls the chicks "" groovy , "" and marsha still considers hair-brushing the high point of her day . bell bottoms are in , and alice has yet to move out . nothing has changed within the garish walls of brady manor and , so , the plot has the family stepping out into the real world , where they are confronted by everything from carjackers to lesbians . granted , nothing * too * serious happens here . with the exception of some heavy sexual innuendo , the brady bunch movie is about as sanitary as the source material . and that's too bad . director betty thomas ( of tv's "" hill street blues "" fame ) doesn't cut between real-life and brady-life enough to make the contrast as glaring as it should be . the edge isn't sharp enough . * we * know that what we're watching is funky , though , so it's not that much of a problem . nor are the glaring low production standards . the cast is uniformly appealing . shelly long seems to have found her niche under awful hair , while gary cole is right on the mark with dad's sing-song truisms . christine taylor is the best of the brady kids . she's a cheery delight as marsha * and * is a dead ringer for maureen mccormick . her foil is jennifer elise cox , who is a howl as the brooding jan . 
";0
"janeane garofalo in a romantic comedy -- it was a good idea a couple years ago with the truth about cats and dogs but is almost excruciating in the matchmaker . this is a by-the-books movie that plods along on a predestined course with no surprises and very few laughs . it also jumps on the ever-popular political satire bandwagon and manages to fall flat there , too . garofalo plays a campaign aide to a massacusetts senator ( jay o . sanders ) running for reelection . denis leary plays the stereotypical strategist with no ethics who decides the only way for the scandal- plagued senator to win is to play up his irish roots and cash in on that boston roman catholic democrat contingent that's made the kennedy family so popular . so leary orders garofalo to go to ireland and dig up some relatives to exploit . she soon learns why "" easier said than done "" is the mantra of movies like this . the matchmaker falls for every cliche of things that can go wrong -- garofalo has to take a tiny plane to ireland , almost misses the bus to town , can't get a hotel room , ends up in the smallest , trashiest one around , has a dog piss on her luggage , and so on . then comes what roger ebert calls the "" meet cute . "" it happens in every romance : the man and woman have to meet each other for the first time in some unconventional , cinematic way . in the matchmaker , it happens when garofalo walks into her hotel bathroom and finds a nude sean ( david o'hara ) in the bathtub , his dog sitting at his side . no points for guessing it's the same dog that just made water on her luggage . also no points for guessing garofalo hates o'hara on sight . that's how it works in movies like these . i know from the instant i saw that irishman in the bathtub that she'd hate him for awhile , then succumb to his charms , live happily for a reel or so before allowing some superficial detail to throw the relationship into turmoil , after which they'd reconcile in time for a happy irish tune to play over the end credits . i haven't mentioned the movie's twist yet . garofalo comes to the small ireland town during the annual matchmaking festival , during which lonely folks from around the county pair off into a future of bliss . milo o'shea ( who looks like an irish tom snyder ) is the matchmaker who pops onscreen occasionally to spew his words of wisdom and bring lonely souls together . rest assured he'll do all he can to match up garofalo and o'hara . oh , and in keeping with the matchmaker's utter predictability , he dies toward the end . what the message here ? sometimes even the most respectable person of comedic distinction , like garofalo , will sell out with a weak script . i was excited to see garofalo and leary in the same movie , but they actually only have two or three scenes together . leary stays stateside , for the most part , yelling at garofalo over the phone and generally being an asshole . he even undoes himself with the old microphone's still on after he's done giving the speech cliche . both of them should have known better .";0
here's a rarity : a children's film that attempts to tackle a weighty subject , is there a god ? done well , it could have been a gem among the wasteland of modern children's cinema . unfortunately , it isn't . with jumbled messages , and an unclear audience , wide awake was better left asleep . fifth grader joshua beal ( joseph cross ) is in the middle of a moral crisis . his beloved grandfather ( robert loggia ) has died , and joshua has begun a quest . he wants to find god , to discover why bad things happen . this religious quest is slightly disturbing for his parents ( dana delany and denis leary ) , but they do their best to cope with their son as he explores different religious faiths . at his catholic school , his favorite teacher , sister terry ( rosie o'donnell ) , tries to give him guidance , but this is a journey he must make on his own . meanwhile , he is having the most momentous year of his life . he has several adventures with his daredevil best friend dave ( timothy reifsnyder ) , he gets his first crush , and begins to wake up to the world around him while he is on his spiritual journey . it is somewhat confusing as to what the real audience for wide awake is expected to be . on its surface , it appears to be a kid's film . however , it deals with serious issues , and is likely to be boring for today's instant-gratification kids . and while it might seem heartening to see that someone is trying to produce something thoughtful for the kidvid audience , wide awake asks serious questions , but only delivers a cheap gimmick for an answer . if there were a bit more meat in the story , adults on a nostalgic bent might get a kick out of the movie . the actors who might have created a great cast ( o'donnell , leary and delany ) are wasted in roles that amount to little more than cameos . the nostalgic elements ( best friend , favorite teacher , first crush , etc . ) have been done much better in other movies , and actually seem more like filler here . the film's strongest scenes are some touching flashbacks depicting joshua's relationship with his grandfather . they show more depth than is present anywhere else in the movie . maybe the film would have been better if , instead of playing the relationship through flashbacks , it were set entirely during joshua's last year with his grandpa . it certainly would have been more entertaining . wide awake can best be described as a failed experiment . it starts out with noble aspirations , but never delivers on its promise . parents who do take their children to see this one ought to be prepared to answer some tough questions . . . that is if their kids aren't bored to death first . ;0
in brief : i think your response to the good son will depend on your response to the question of evil . i found the film excellent--and disturbing . i was uncomfortable throughout . it focuses on one thing--evil--and tries to look at it on its own terms , barring any easy ways out . most of our profs would have said that evil is * really * ignorance , or bad reasoning , or blindness , or unchecked emotionalism , or the result of a bad environment , a terrible childhood , some traumatic event , etc . , etc . , etc . if you think that , then the good son might be a nice little thriller for you , but maybe a little too low-key , too bland . if , further , you think that it's preposterous that a * kid * could really be * evil * , then the film will be still harder to take . but what if evil is a real moral stance , a live threat in human affairs ? what if it is , or can be , a * decision * ? what if it's something that can never be completely removed by education or compassion or prosperity , etc . , etc . , etc . ? ( which is what some of our old-line thomist and calvinist profs warned us . ) to the extent you think that--or at least can enter into the mindset--then the good son will be a disturbing analysis of evil . even if it shows its origin in the genre of the thriller , its main action will be a confrontation with genuine evil in an apparently cheerful , appealing kid . ;0
"birthdays often cause individuals to access their lives . are we doing what we want to be doing ? what happened to our dreams ? with the new millennium , our collective big birthday , just around the corner , some people are sensing a certain dissatisfaction with their existence . the old standbys of traditional religion and science aren't doing it for many anymore and they're looking for something else . we'll be seeing more and more films with a metaphysical theme over the next few years . ricky hayman ( jeff goldblum ) is having a career crisis . the programming director for the good buy home shopping network , he's going to be fired unless sales increase dramatically . new producer kate newell ( kelly preston ) is supposed to whip things into shape . when the two are fixing a flat , they almost run down new age pilgrim "" g "" ( murphy ) . g wanders onto the television set and connects with the viewers by telling them that they don't really want all that commercial crap . in some unexplained manner , this causes sales to sour . ricky is saved . the movie tries to be too much at once and fails at it all . it's not an over-the-top comedy or a heart-warming message of humanity . it _is_ a mish-mosh of poorly directed scenes made even worse by insipid dialog . i am willing to put up with preaching from a film , but the messages here are old hat . you should take time to smell the roses . selling your soul for cash is a bad idea . golly . i'm glad i saw the movie . i never would have thought of these . the opportunity to poke fun at the goofy products is mostly missed . when g takes a chainsaw to the set , there's an obvious chance for murphy to be hilarious . it doesn't happen . the bits are so subdued and overly-long that there's only a hint of laughter from the audience . murphy has changed his roles in recent years and not for the better . there are hints of promise in this one . the only time the film picks up even a little is when his shaved-headed character in the long flowing white caftan shows up on screen . the others are horrendous . goldblum has episodes of brilliance in his career , but here he seems to have been replaced with a lifeless pod from his "" invasion of the body snatchers "" . his relationship with kate makes no sense . they move from antagonism to love somewhere off screen . preston is as uninteresting as she could possibly be . somewhere hidden deep inside of this film is about ten minutes of value . an attempt to satirize stupid television , we get a self-parody instead .";0
" girl , interrupted  argues that mental institutions keep the sane and release the unstable , because of stuffy procedures and restrictive rules written by bureaucratic doctors disconnected from reality . while i am sure these things are true , the film never makes us care , because its heroine is a bitchy little nut-job . "" haven't you ever confused a dream with reality , stolen something when you had the cash , or thought your train moving as it sat in the station ? "" she pleads with us in the opening scenes . but that's not the kind of behaviour she's being locked up for . this is a young lady who responds "" what ? "" whenever anyone asks her a question , drifts into daydreaming in the middle of sentences and thinks it's perfectly acceptable to guzzle great quantities of pills and vodka . her name is susanna kaysen , a real-life figure whose book this movie is based on . if the film is anything to go by , i'm lucky that i never read it . "" girl , interrupted "" is a pathetic example of someone denying she's in denial ; it's as stupid as sylvia plath's "" the bell jar "" without the engaging style . there are journal entries in the film we're supposed to accept as profound philosophising . most of them are just the kind of pretentious stream-of-consciousness drivel that many teenage girls write , only to look back on years later and cringe with embarrassment . the story is set in the 1960s -- boys are being shipped to their deaths in vietnam , and susanna ( winona ryder ) thinks she's got a hard life because her mother is hassling her about going to college . after a suicide attempt , she is encouraged to sign herself into claymoore , an expensive mental hospital where the head nurse ( whoopi goldberg ) gives a straightforwardly accurate diagnosis : "" you are a lazy , self-indulgent little girl who is driving herself crazy . "" susanna does a lot of mellow lying around , drunk on her own superiority , convinced she's "" artistic "" rather than crazy . fellow inmate lisa ( angelina jolie ) offers her support , probably because the two women have the same problem -- thinking they know the secrets of the universe , when they're actually defective jerks . other friendly faces include a pathological liar ( clea duvall ) and a girl who likes to set herself on fire ( elisabeth moss ) . anyone in a position of authority , or who displays the least bit of conventionality , is portrayed as an uptight white-collar conservative square . i am reminded of "" reality bites "" ( 1994 ) , another film starring ryder in which the alleged heroes were self-obsessed layabout losers . "" girl , interrupted "" is moronic and arrogant crap , not least because its obnoxious onscreen behaviour is accompanied by a voice-over that asks , essentially , "" can you believe these stuffed shirts thought i was obnoxious ? "" perhaps the book or true events would lead me to a different conclusion , but the susanna kaysen of this film could use a good hard slap in the face . copyright ( c ) 2000 ian waldron-mantganiplease visit , and encourage others to visit , the uk critic's website , which is located at http : //members . aol . com/ukcritic ";0
"i'm usually a sucker for a disney movie . blessed art thou , screened at the boston film festival , is a disney movie of sorts , but this ain't no little mermaid . the only disney involved here is tim disney , writer/director of this tale of theology , faith , and the sexes . the plot alone could make his great uncle walt thaw out , and this live-action film as a whole is appealing , gentle , and hopeful , despite its weaknesses . at a quiet monastery on a vineyard , brother anselm ( m . e . hackett ) claims to have witnessed a true miracle . he purports to have seen the angel gabriel himself descend to earth and initiate a sort of "" connection "" with anselm , one that disney smartly keeps vague . there's further confusion in that disney actually shows us the encounter , a strangely homoerotic visual that might have worked well in a dream sequence in the village people's can't stop the music . toss in the brother's androgynous look , and blessed art thou is an exciting little mystery right from act one . the older , superior brothers ( played by a crew of character actors led by bernard hill , captain smith in titanic ) question anselm's reports . but then anselm's meeting with gabriel seems to motivate another , well , miracle . some reviewers have chosen to give this one away , but i do believe the plot point to be a spoiler , so i won't . it's enough to say that it tests the faith of every member of the small order , in one way or another , and creates infighting within the previously peaceful monastery . disney , working from a story by rachel ingalls , does a fine job giving the narrative its due time to evolve and develop , but the script peters out where it counts the most -- at the end . the big finale that we hope we'll get doesn't have the passion and humility of the rest of the film , and it wraps too abruptly . but disney's first effort ( he is credited , by the way , as a contributing writer to 1988's oliver and company ) is filled with pleasing details -- that of a monk's life , of the workings of a vineyard , of the conversations that emerge between two men who have different interpretations of faith . that kind of attention makes a small project like this an entertaining endeavor . ( perhaps the biggest kick i got out of a film with such a sweet religious bent was that it was playing two doors down from the exorcist . ) the director also works in an editorial of his own , commenting on the politics of such a place , where a person of free will may join for the love of god , but is given commands by a higher ranking human . visually , there is a strong connection through disney's lens between the cell of a monastery and a prison cell . but for all the heavy commentary , it's surprising how light and easy blessed art thou feels . depending upon your point-of-view , that could be a strength or a weakness , but at a minimum , i expected a bit more punch at the finish . the film doesn't necessarily demand your 90 minutes in a theater , but , for a thoughtful , eyebrow-raising story , it works . you may now return to associating the disney name with plush toys . ";1
"this is a harrowing look at a rarely dramatized chapter of wwii , life in a japanese prison camp . to end all wars is a moving film about the struggle of prisoners to retain their humanity and their dignity . the somewhat religious interpretation may not be to everyone's taste . rating : 9 ( 0 to 10 ) , + 3 ( -4 to + 4 ) more than any other people the japanese seem capable of acting with one goal and not letting any other consideration get in their way . this may be a holdover from the code of bushido when loyalty to ones master was the only law . during world war ii , of course , the one goal was winning the war . this led them to do some very inhuman things in pursuit of that goal . when the japanese had captured prisoners , they were very much treated in whatever way would be optimum for achieving the one goal . minimum resources were to be spent in maintaining prisoners in keeping with maximal positive output . while the germans , not known for their kindness in those days , had a 6% mortality rate among captured prisoners of war , the mortality rate of japanese prisoners of war was 27% . the best thing for the war effort was working prisoners nearly to death on the thailand to burma railroad . that railroad was needed if japan was to attack india as it planned to do . the best thing for the effort was not to waste much food on the prisoners so short and amazingly wretched food was the order of the day . and just being in the jungle without proper medical aid took its toll . in the public mind japan has never been held as accountable for war atrocities as was germany . filmmakers have been reticent to tell the story , perhaps for fear of offending the japanese . there are comparatively few films about the japanese pow camps . certainly there was david lean's the bridge on the river kwai . there were some low-budget british exploitation films and that was about it . then there were tv series "" a town like alice "" and "" tenko . "" lest the experience be forgotten we have a new film to end all wars directed by david cunningham and written by brian godawa . it is based on the account of ernest gordan who survived the horror of that world war ii prison camp and went on to become for 26 years the dean of the chapel at princeton university . the film while realistic shows the conditions in the camp as being considerably more brutal and sadistic than bridge on the river kwai portrayed them . the story opens with six or so soldiers being marched into the prison camp only to be immediately placed in front of a firing squad . it turns out to be a grim joke , one of many that the sadistic japanese play to amuse themselves . beating and torture are commonplace events . men already imprisoned tell the new arrivals to enjoy the last of their health ; it will not last long with parasites and disease almost inevitable . however , unlike as in kwai , the prisoners want to avoid going to the hospital , called by the prisoners the death house . so goes a war within a war with the prisoners trying to maintain their humanity and with the japanese trying to make them interchangeable and highly expendable cogs in a rail-laying machine . this is more than just a battle of who will win the war but a battle of ideologies . the japanese believe that the individual is nothing , that conformity to group's norms is all that gives a life meaning . conformity is purpose . before the film is over there will be some surprising revelations about the character of the prisoners and the character of those running the camp . if this story showed nothing but sadism from the japanese it would be one kind of story . if the british ( with one american , by the way ) and the japanese learned to respect each other it would be another kind of story . it is neither . it is a stirring and believable account of camp life . the color has been distorted in the film to give a washed out yellow . this serves a double purpose for cunningham . it gives an effect of technicolor film that has been left in heat . it also creates a distancing effect . the only touch that seems a little out of place is the use of gaelic music . this is a powerful and philosophical view of the prison camp experience .";1
" truman ( "" true-man "" ) burbank is the perfect name for jim carrey's character in this film . president truman was an unassuming man who became known worldwide , in spite of ( or was it because of ) his stature . "" truman "" also recalls an era of plenty following a grim war , an era when planned communities built by government scientists promised an idyllic life for americans . and burbank , california , brings to mind the tonight show and the home of nbc . if hollywood is the center of the film world , burbank is , or was , the center of tv's world , the world where our protagonist lives . combine all these names and concepts into "" truman burbank , "" and you get something that well describes him and his artificial world . truman leads the perfect life . his town , his car , and his wife are picture perfect . his idea of reality comes under attack one day when a studio light falls from the sky . the radio explains that an overflying airplane started coming apart . . . but then why would an airplane be carrying a studio light ? the next day during the drive to work , the radio jams and he starts picking up a voice that exactly describes his movements . he is so distracted that he nearly hits a pedestrian . when the radio comes back to normal , the announcer warns listeners to drive carefully . his suspicion aroused , he wanders around the town square looking for other oddities . the world appears to be functioning properly until he enters an office building and tries to take the elevator . the elevator doors open up on a small lounge with people on coffee breaks . a grip sees truman him and quickly moves a paneled door , made to look like the back of an elevator , into place . two security guards grab him and throw him out . truman is really suspicious now . it gets even worse the next day when his wife , a nurse , describes an elevator accident in the building where he saw the lounge . "" it's best not to think about it , "" she says , trying vainly to change truman's memory . truman becomes determined to see who or what is behind this apparently elaborate hoax at his expense . at every turn he is stopped by an amazing coincidence that just happens to keep him in his own little town . his last hope is to quell his fear of the ocean and sail to the edge of the world . you know by now that truman's life is the subject of a television program . his actions are "" real "" but everything else is carefully scripted , from the death of his father to the choice of his wife . truman is determined to find out what the big hoax is . meanwhile , christof , the all-seeing creator of truman's world does his best to keep him unaware and happy . it's sort of like westworld told from the robots' point of view , or jurassic park from the dinosaurs' point of view . we root for the captive of the cage-world . our protagonist is counting on "" chaos theory "" to help him escape his elaborate trap . the story , written by andrew niccol ( writer/director of gattaca ) , introduces some interesting questions , such as the ethics of subjecting a person to this type of life , or the psychological impact of learning that your entire life has all been fake . although these questions came to mind , i don't think the film itself asked them . it certainly didn't address them or try to answer them . i was particularly disappointed that the film didn't deal more with the trauma of learning one's life is a tv show . carrey's performance at the end showed a smidgen of truman's pain , but i almost felt that he got over it too easily for the sake of the film's pacing . earlier in the movie i found myself wondering if it would be better for truman to find out the truth or whether i should root for him to be well . the two seemed exclusive of one another , but weir and niccol didn't see it that way . perhaps it's not fair to criticize a movie for what it isn't , but it seems like there were some missed opportunities here . but on its own terms , the movie is well made . sight , sound and pacing are all handled competently . much of the first part of the movie is the truman show . the scenes are all apparently shot from hidden cameras , with snoots and obstructions covering the corners of the screen . one hidden camera is apparently in his car radio , the green led numbers obscuring the lower part of the screen . the music is well-chosen and scored . the film opens with what sounds like family drama theme music , when truman's world is still beautiful and perfect . when the movie ends , the score sounds more like a frantic , driven , tangerine dream opus , while still keeping the same timbre . philip glass' epic music ( from powaqqatsi ) permeates truman's scenes of suspicion and awakening . ( glass has a small cameo as a keyboardist for the show . ) and the pacing of the story was brisk . there was no unnecessarily long setup explaining the concept behind the truman show , just a few quick title cards , a few interviews , and then right into the show , and the movie . one of the first scenes is of the studio light falling ; there was no token scene of truman's idyllic life before it falls apart , because it wasn't necessary , we pick up the story at the first sign of trouble , and no sooner . there's also no point in the movie where the plot slows down . it's a quick , straight shot to the movie's end . in terms of overall quality , i would compare the truman show to niccol's gattaca . both films are well made with interesting stories set in interesting worlds . but neither film really felt like it capitalized on all the great ideas ; neither film "" clicked "" and became an instant classic . nevertheless , i look forward to niccol's next film , whatever it may be .";1
"the police negotiator is the person with the entirely unenviable job of going into ground zero and attempting to talk a dangerous criminal out of doing whatever he or she intends to do . lives are often at stake , and the criminal is usually armed and most likely mentally unstable , prone to turn on the negotiator at a moment's notice . the negotiator must therefore be something of an actor , psychologist , and sham artist , in addition to being a police officer ; he must be able to think on his feet and either work toward the goal of ending the confrontation without violence , or failing that , must be prepared to facilitate the conclusion of the crisis through firepower . most of all , the negotiator must be able to enter a situation with as little intelligence about the scenario as possible , and quickly gain control of the situation , dominate the conversation , and influence the perpetrator into thinking that the end of the conflict is what he really wants . it takes a pretty smart person to do that . but what if the hostage-holding criminal is just as smart ? what if he's also able to think on his feet ? in fact , what if he also knows all the tricks to turning the situation to his favor ? it is this circumstance which forms the basis for f . gary gray's the negotiator . in this film , police negotiator danny roman ( samuel l . jackson ) is tipped off by his partner to corruption within the chicago police force . when his partner turns up shot to death and internal affairs finds incriminating evidence in roman's home , roman becomes the prime suspect of both embezzling from the police disability fund and murder . faced with the scorn of most of the police department , and under close scrutiny by the media , roman is forced to turn in his badge in one of those typical scenes in the captain's office . i don't quite remember if the captain actually said , "" i hate to do this , but . . . "" , although it wouldn't surprise me if he did . luckily , the film soon shakes off the conventionalism and concentrates on the interesting premise mentioned above . after being offered a take-it-or-leave-it deal by the district attorney , roman resolves to prove his innocence by walking into the office of internal affairs inspector niebaum ( j . t . walsh ) , taking him and others hostage , and proclaiming he has been framed . although roman's actions seem forced due to the compressed nature of his motivational build-up , gray redeems himself by involving us with the negotiations between roman and fellow police negotiator chris sabian ( kevin spacey ) which soon ensue . jackson , while a superb actor , is miscast in the role of roman . the actor has become so popular , and so often identified as a protagonist ( notable exceptions can be found , such as in jackie brown ) , that we as an audience have a difficult time believing he will carry out his threats . the script also clearly sets him up as the good guy who is only trying to prove his innocence . how can we believe he's going to shoot a hostage , no matter if the hostage tried to kill him earlier ? unfortunately , this preconception saps the film of some of it's would-be suspenseful moments , and anything good left in those scenes is largely attributed to jackson's acting ability . almost every time he's in a scene , jackson steals it without looking back . when spacey appears , the film has already run about a third of its course . his is an interesting character . made out to be some kind of negotiating superman , our first look at him has him hopelessly trying to get his family moving to set out on vacation . "" i can talk a man out of blowing up the sears tower , but i can't talk my wife out of the bedroom or my daughter off the phone , "" he says . when he gets the call to action , however , he quickly changes gears and becomes the man we expect him to be . soon , his character has to negotiate not only with roman , but also with the swat commander ( david morse ) who is itching to send in a team to take roman out , all the while keeping wary of the fbi agents who are waiting to take over the operation , should negotiations fail . this complex set of pressures are reflected well in sabian the negotiator and spacey the actor . as the second protagonist , spacey measures up nicely . gray really lucked out with this cast . david morse as commander beck , ron rifkin as commander frost , and john spencer as police chief al travis are all more than competent , and can hold their own in scenes with jackson and spacey . the only problem is the bit of typecasting that results from these choices : morse played a similar role in the rock , rifkin played the d . a . in l . a . confidential , and spencer played a police detective in cop land . with the level of acting , however , this can be forgiven . also in the supporting cast , paul giamatti as rudy , one of the hostages , is notable for the comic relief he provides . his character is initially so slimy , and giamatti himself just looks so shifty , that you expect to laugh before he even says anything . fortunately , this doesn't distract from the seriousness of the rest of the film , but instead provides some nice breathers from the level of tension which gray manages to sustain throughout . j . t . walsh , as the suspicious internal affairs inspector , clocks in with one of his final performances . sadly , the talented but underrated actor passed away in late february of this year , and the soon to be released pleasantville will mark his last film . walsh appeared in dozens of movies such as good morning vietnam , backdraft , and nixon . for one of his best performances , check out sling blade , in which he plays a mental patient sharing a ward with billy bob thornton . when jack nicholson accepted his best actor oscar in march , walsh was one of the men to whom he credited his success ( the actors performed together in a few good men ) . the negotiator is actually dedicated to walsh , and while inspector niebaum may not have been his best role , it certainly characterizes the type of character for which walsh had become most famous for playing . in the end , the negotiator has a plotline that parallels it's reality . we're served with the premise that two equally deft negotiators are battling each other to resolve the conflict in the manner which will suit each of them best . as an audience , we're also given a situation where two wonderfully talented actors are thrown into a movie , and we'd like to see if one will dominate the film . both provide some pretty good entertainment . ";1
